seller,buyer,contract_address,transaction_hash,chain_id,token_id,timestamp,token_bundle_count,quantity,marketplace,event,is_sold,blockchain,block_date,sale_collection,token_symbol,sale_price_usd,sale_price_eth,collection,marketplace_name,scour_method,is_washtrade,accuracy,contract_created_date,sale_type
0x76ba6670a6d5e33782ed3c88c65bdfe02d7a9a54,0xa8dc0f39d48fca318998a89632bd83a0d262e504,0xa9a6a3626993d487d2dbda3173cf58ca1a9d9e9f,0x02c246b3aa4c975510b74e6266ecf7b008d0d21c22d2d9e0c2fcf5ff7df989e9,137,24827663951945936624592570952593417569280627894937157997947133031965274606936,2022-03-18 04:23:53+00:00,1,1.0,0xf715beb51ec8f63317d66f491e37e7bb048fcc2d,sale,True,polygon,2022-03-18,Unstoppable Domains,UD,4.044133443703374,0.0014351531826065982,Unstoppable Domains,Opensea,null,Not Washtrade,Not Washtrade,2021-09-21 10:22:15+00:00,primary_sale
0xdb589447483e5123de123963796450042f48b170,0xa8dc0f39d48fca318998a89632bd83a0d262e504,0xa9a6a3626993d487d2dbda3173cf58ca1a9d9e9f,0x47018e65831495107e3500b0b7e14e999e5ac6693c9c40bb9c16abab1fd480f9,137,84986000861912990621837421564048592624482363024767744465163850186821769707321,2022-03-18 04:26:03+00:00,1,1.0,0xf715beb51ec8f63317d66f491e37e7bb048fcc2d,sale,True,polygon,2022-03-18,Unstoppable Domains,UD,4.044133443703374,0.0014351531826065982,Unstoppable Domains,Opensea,null,Not Washtrade,Not Washtrade,2021-09-21 10:22:15+00:00,primary_sale
0x2b6dea17f10bcfcfe07fc071c599fb13110966a9,0x5ee50a2946b044bc5ce52af1be0f473c5491c40f,0xa9a6a3626993d487d2dbda3173cf58ca1a9d9e9f,0xe89b9641fe5f908c98b94a27e57428316dd1c4fc2c569a851619e684b951ecb5,137,5346247775195014065894041956089901821996936107664933309504708963200599434369,2022-03-18 17:29:35+00:00,1,1.0,0xf715beb51ec8f63317d66f491e37e7bb048fcc2d,sale,True,polygon,2022-03-18,Unstoppable Domains,UD,25.99799976793958,0.009225984411186198,Unstoppable Domains,Opensea,null,Not Washtrade,Not Washtrade,2021-09-21 10:22:15+00:00,primary_sale
0x795d43ea89360ea196de46bc6b6da8bb027f8dfa,0xe4a3bd595f700c7b02800e80da065f017ea558b1,0xa9a6a3626993d487d2dbda3173cf58ca1a9d9e9f,0xe06110ea386f2afe53a5b9092a789366f9d9ac42c399df2ef8b2f85eed1d3f49,137,109329759096537893139904603499456032464542073812646922753875395341802535849241,2022-02-07 21:04:27+00:00,1,1.0,0xf715beb51ec8f63317d66f491e37e7bb048fcc2d,sale,True,polygon,2022-02-07,Unstoppable Domains,UD,4.568673342766096,0.0014918277139645893,Unstoppable Domains,Opensea,null,Not Washtrade,Not Washtrade,2021-09-21 10:22:15+00:00,primary_sale
0x20106406f9077eb5ae83e778143080e3209671bd,0x596bc138a6bbddb6dcce60afa7beae82f806520e,0xa9a6a3626993d487d2dbda3173cf58ca1a9d9e9f,0xf7f3ea455a27b15e3cb9ac53288d74aa1731f69bb2cf3736211b6e33dfbe69ee,137,111088883032721264876059167216175309908659997031352490987781878124034047284150,2022-02-07 06:10:38+00:00,1,1.0,0xf715beb51ec8f63317d66f491e37e7bb048fcc2d,sale,True,polygon,2022-02-07,Unstoppable Domains,UD,4.568673342766096,0.0014918277139645893,Unstoppable Domains,Opensea,null,Not Washtrade,Not Washtrade,2021-09-21 10:22:15+00:00,primary_sale
0x11301be0777ee09d423ccf857d63875b789029dc,0xc092d0d262cc35bc5ecfcb1e2c59f20d5c7effa2,0xa9a6a3626993d487d2dbda3173cf58ca1a9d9e9f,0x4f31b7db3038178fc7ddb2e1883d8653daf966a9063028118f2bae39b1406ec4,137,229845133547981719300310671751282249232521401796885181198628142363944835943,2022-02-07 07:08:08+00:00,1,1.0,0xf715beb51ec8f63317d66f491e37e7bb048fcc2d,sale,True,polygon,2022-02-07,Unstoppable Domains,UD,4.568673342766096,0.0014918277139645893,Unstoppable Domains,Opensea,null,Not Washtrade,Not Washtrade,2021-09-21 10:22:15+00:00,primary_sale
0x20106406f9077eb5ae83e778143080e3209671bd,0x575c66d910cae8f966781375901f39c637ab356c,0xa9a6a3626993d487d2dbda3173cf58ca1a9d9e9f,0x2121562c9dc1a1cc8452241630c95c67bc78e04679441bf5366501fc4f9d8c06,137,101046885632804121095184665133173337865686841045484081941195779599170001719715,2022-02-07 06:24:14+00:00,1,1.0,0xf715beb51ec8f63317d66f491e37e7bb048fcc2d,sale,True,polygon,2022-02-07,Unstoppable Domains,UD,6.091564320755472,0.001989103574123958,Unstoppable Domains,Opensea,null,Not Washtrade,Not Washtrade,2021-09-21 10:22:15+00:00,primary_sale
0x1507451d73fa593ab2f5ccab34843eb0341871d5,0xbc061886c095f06208d1874c5783b020e8033151,0xa9a6a3626993d487d2dbda3173cf58ca1a9d9e9f,0x0cc6be3ba3b68ca30790001f74c147f647c0964bb2341e14fefa6d70552ad47b,137,3220981028472674926690567706318221567189303663076106970104745175616061426378,2022-02-07 17:01:17+00:00,1,1.0,0xf715beb51ec8f63317d66f491e37e7bb048fcc2d,sale,True,polygon,2022-02-07,Unstoppable Domains,UD,24.366257283021888,0.007956414296495832,Unstoppable Domains,Opensea,null,Not Washtrade,Not Washtrade,2021-09-21 10:22:15+00:00,primary_sale
0x9eaaa37b9f9b2ab7572184f3cd32e447289a0ce5,0x282e9233fd2b89834910d37ed61a5b6c9f077869,0xa9a6a3626993d487d2dbda3173cf58ca1a9d9e9f,0x6f3d6387f7cedd48fc82193d0c36bcab1d1cf2895b25a6ddd70476cf3a3eb8c9,137,96706079938481839668602229425809079367924440601152124097395914078852044705815,2022-02-07 07:40:38+00:00,1,1.0,0xf715beb51ec8f63317d66f491e37e7bb048fcc2d,sale,True,polygon,2022-02-07,Unstoppable Domains,UD,4.568673342766096,0.0014918277139645893,Unstoppable Domains,Opensea,null,Not Washtrade,Not Washtrade,2021-09-21 10:22:15+00:00,primary_sale
0x95c8a1dc45a201469d45eafd89bbb9a1b3d0d1af,0x596bc138a6bbddb6dcce60afa7beae82f806520e,0xa9a6a3626993d487d2dbda3173cf58ca1a9d9e9f,0xf3bd829e0b5704836399238035cb042cf55b2d1a2cc55b17c18ea0ef2c5db958,137,44487395373054433924085188411025324416475378961628908514174303893692509270916,2022-02-07 06:08:40+00:00,1,1.0,0xf715beb51ec8f63317d66f491e37e7bb048fcc2d,sale,True,polygon,2022-02-07,Unstoppable Domains,UD,4.264095147168221,0.0013923725419327157,Unstoppable Domains,Opensea,null,Not Washtrade,Not Washtrade,2021-09-21 10:22:15+00:00,primary_sale
